Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	N_markers	dN_gccons	dS_gccons	dNdS_gccons	dNdS	dS	dN	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp
Mammalia	Alouatta_palliata	30589	Chordata	Mammalia	Primates	Atelidae	GCA_004027835.1	17	3550140000	546	0.009699551425186	0.047367437545971	0.204772559540979	0.255498202641758	22.2702015673762	5.68999647293428	57.723	Pantheria	2027.4	1382.13	59	NA	25	Pantheria	6580	Pantheria	11.464	AnAge	1368.74	Pantheria	NA	NA	NA	4.05565570760699	3.2188758248682	8.79179002431936	1022822912	28.94	72751172	2.05	236004	0	154185896	4.36	332624	0	302659508	8.56	77782752	2.2	46096	0	382918556	10.83	31880604	0.9	1.20361146214769	3.9541232082849	1.82437075385916	0	19.6802184222815	0.00673636104191	0.006567348399281	0.000482893264653	0.949971774888681	11.7280528632915	42729892	140376910	64767716	0	698675306	239150	233150	17143	33725328	416362296
Mammalia	Ateles_geoffroyi	9509	Chordata	Mammalia	Primates	Atelidae	GCA_004024785.1	12.7	3119820000	582	0.004174214666664	0.015519673539261	0.268962788173636	0.314335245323776	8.15006548396502	2.56185283330698	43.373	Pantheria	NA	2080.5	19.2	NA	27.3	Pantheria	7610	Pantheria	NA	NA	1824.99	Pantheria	NA	NA	NA	3.76983712769386	3.30688670219091	8.93721845085573	756520264	24.35	54606208	1.75	152820	0	119669396	3.85	232060	0	219383236	7.06	52871616	1.7	23200	0	280554584	9.03	29009324	0.93	0.839546770480555	2.37438303393954	1.27455580850767	0	14.3360979340965	0.00498415407153	0.005833725788268	0.000396466801144	0.648194900813918	9.1869003970615	26192348	74076477	39763847	0	447260451	155497	182002	12369	20222514	286614756
Mammalia	Ateles_hybridus	129801	Chordata	Mammalia	Primates	Atelidae	GCA_916098195.1	11.7	3205055994.01434	646	0.006168811439632	0.023442043054795	0.263151612903911	0.270697683475391	15.555946319401	4.21095863292938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Aotus_nancymaae	37293	Chordata	Mammalia	Primates	Aotidae	GCA_000952055.2	13.9	3469403696.82097	642	0.006623140825979	0.02373661290255	0.279026365436832	0.195428320486816	23.8354200562384	4.65811610968843	NA	NA	NA	NA	28.6	NA	NA	NA	795	Pantheria	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.67834211465433	849121708	24.74	23434444	0.68	35936	0	86428348	2.51	392512	0.01	200947420	5.85	134244604	3.91	1361496	0.03	128689896	3.74	273582412	7.97	0.149916969393608	2.3196474260512	0.691227112876511	0	6.26196854504169	0.00877567987351	0.000397429810673	0.000483360580548	0.462103456350391	2.62805295913347	5201225	80477934	23981459	0	217252968	304464	13788	16770	16032234	91177767
Mammalia	Callithrix_jacchus	9483	Chordata	Mammalia	Primates	Cebidae	GCA_009663435.2	15.9	3354540000	638	0.005161125613954	0.025218842271935	0.204653550638918	0.174247430546241	22.9599738821847	4.00071645437949	NA	NA	152	555.1	512	NA	16.8	Pantheria	291	Pantheria	0.848	AnAge	408.53	Pantheria	NA	NA	NA	NA	2.82137888640921	5.67332326717149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Saguinus_imperator	9491	Chordata	Mammalia	Primates	Cebidae	GCA_004024885.1	18.7	4234370374.55144	549	0.006300210721504	0.024489904976812	0.257257458837388	0.214729750808626	19.4907639363291	4.18524688311769	NA	NA	NA	NA	18.4	NA	20.2	Pantheria	410	Pantheria	NA	NA	638	AnAge	NA	NA	NA	NA	3.00568260440716	6.01615715969835	1355813960	32.16	86761068	2.05	388492	0	210837768	5	608592	0.01	354363948	8.4	91869156	2.17	35996	0	598874184	14.2	12042680	0.28	1.35956160786068	4.29593955008837	2.62987714254858	0	24.4718946652062	0.011206649764553	0.008378202787649	0.000707111744226	1.3134493510857	14.8503751549218	57568874	181905992	111358739	0	1036230658	474531	354764	29942	55616310	628819886
Mammalia	Sapajus_apella	9515	Chordata	Mammalia	Primates	Cebidae	GCA_009761245.1	14.4	3309055064.76787	634	0.006784495475432	0.030102874774107	0.225376995597363	0.186406157910634	26.971241601263	5.0276055209709	NA	NA	NA	NA	NA	NA	46	AnAge	2642.5	AnAge	NA	NA	1703	AnAge	NA	NA	NA	NA	3.8286413964891	7.87948071774439	734031452	22.33	24102232	0.73	57652	0	85625312	2.6	1174940	0.03	159295156	4.84	83746048	2.54	48412	0	270745716	8.23	109226480	3.32	0.174598992379934	0.895484619090556	0.625886812023311	0	9.41305123123052	0.014929378305232	0.00027807922338	0.000364978980687	0.508572139659728	7.1911808564701	5777577	29632079	20710939	0	311483049	494021	9202	12077	16828932	237960134
Mammalia	Pithecia_pithecia	43777	Chordata	Mammalia	Primates	Pitheciidae	GCA_004026645.1	12.5	3556399197.26122	597	0.00806496835576	0.037799112329367	0.213363961711178	0.197883529931812	28.2079981617735	5.58189824856182	34.709	Pantheria	NA	759.2	4.23	NA	20.7	Pantheria	1670	Pantheria	NA	NA	966.39	Pantheria	NA	NA	NA	3.54699901931751	3.03013370027132	7.4205789054108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Cercopithecus_mona	36226	Chordata	Mammalia	Primates	Cercopithecidae	GCA_014849445.1	12.4	3519172197.13385	652	0.004707297341405	0.027228214457584	0.172883071298646	0.231832344408905	12.7138722339963	2.94748680652264	51	Pantheria	NA	NA	NA	NA	30	Pantheria	3980	Pantheria	NA	NA	NA	NA	NA	NA	NA	3.93182563272433	3.40119738166216	8.28903709827848	676011976	19.34	52077940	1.49	85680	0	131645868	3.76	312884	0	232244580	6.64	77018224	2.2	46768	0	154820488	4.43	27748456	0.79	0.354860327444047	0.913512009156318	0.695861558061185	0	6.10285248476905	0.005636782139334	0.00173439450441	0.000433598626103	0.326082226037533	3.8039928652149	12488146	32148061	24488566	0	214769888	198368	61036	15259	11475395	133869059
Mammalia	Macaca_fascicularis	9541	Chordata	Mammalia	Primates	Cercopithecidae	GCA_000364345.1	10.8	3374100000	670	0.00066565504289	0.002887234344595	0.230551096116005	0.188170425336834	2.16717483187802	0.407798209893768	51.5	Pantheria	NA	1410.72	50	23.6	38	Pantheria	4590	Pantheria	NA	NA	1143.07	Pantheria	NA	NA	NA	3.94158180766969	3.63758615972639	8.43163530305459	548263840	16.42	20620516	0.61	4760	0	85864456	2.57	201628	0	181208380	5.43	138779228	4.15	13552	0	64115032	1.92	57454388	1.72	0.113677199564621	0.557488554441162	0.479573996451412	0	2.93485015366692	0.005621696982749	0.000129731468833	5.40547786802764E-05	0.248900633911201	1.52710155249649	3835582	18810221	16181306	0	99024779	189682	4377	1824	8398156	51525933
Mammalia	Macaca_mulatta	9544	Chordata	Mammalia	Primates	Cercopithecidae	GCA_003339765.3	11.5	3511020000	667	0.000931400425174	0.002857196361171	0.325984044300105	0.209046110395536	3.04800813826154	0.637174245757513	55.499	Pantheria	2239	1460	11.1	48.9	36	Pantheria	6450	Pantheria	NA	NA	1089.04	Pantheria	NA	NA	NA	4.01636500257204	3.58351893845611	8.77183540978982	679313752	19.48	49757340	1.42	86000	0	138455196	3.97	198132	0	246034984	7.05	78726992	2.25	86488	0	136740584	3.92	29214176	0.83	0.312593346562573	1.04570964735553	0.800598786879684	0	6.13435516907532	0.00327553240846	0.001564433389115	0.000472589252962	0.385893569315073	3.58333467776828	10975215	36715075	28109184	0	215378437	115005	54928	16593	13548800	125811597
Mammalia	Macaca_nemestrina	9545	Chordata	Mammalia	Primates	Cercopithecidae	GCA_000956065.1	9.5	3481680000	681	0.002538708548114	0.008470365173309	0.299716540688665	0.31118500270357	6.05144400140754	1.88311861793851	49.066	Pantheria	NA	1430.8	18.9	NA	34.3	Pantheria	7870	Pantheria	NA	NA	1069.22	Pantheria	NA	NA	NA	3.89316633057784	3.53514535417189	8.97081334141145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Papio_anubis	9555	Chordata	Mammalia	Primates	Cercopithecidae	GCA_008728515.1	11.8	3479251335.93001	658	0.001512545515267	0.004787932044417	0.315907891180486	0.240916592048842	4.55421352761544	1.09718560253585	NA	NA	NA	NA	NA	NA	NA	NA	14480	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.58052366593971	597562104	17.3	35575964	1.03	90328	0	110050300	3.18	2644776	0.07	192675520	5.57	73250660	2.12	168296	0	123162588	3.56	59935752	1.73	0.155841467831825	0.55958348932699	0.556570148445086	0	3.6123869616697	0.029585528658698	0.000654412413747	0.000334815653545	0.227628987730528	2.08194460931579	5422116	19469316	19364474	0	125684022	1029355	22769	11649	7919785	72436086
Mammalia	Theropithecus_gelada	9565	Chordata	Mammalia	Primates	Cercopithecidae	GCA_003255815.1	11	3503227334.93231	674	0.001601518055894	0.007253459326806	0.220793690808325	0.24023234558954	5.02820567943402	1.20793764447708	61.999	Pantheria	NA	1505.62	51.4	112	28	Pantheria	16000	Pantheria	NA	NA	1642.5	Pantheria	NA	NA	NA	4.12711825588276	3.3322045101752	9.68034400122192	544900284	15.66	35801016	1.02	54056	0	111714676	3.21	565208	0.01	191570424	5.5	76477164	2.19	59764	0	94367836	2.71	34280240	0.98	0.177569973235051	0.69687869275933	0.650536267832511	0	4.34280302629387	0.008858144469497	0.000797884336407	0.000341950429889	0.281034403307084	2.52606924235672	6220680	24413245	22789764	0	152138263	310321	27952	11979	9845274	88493948
Mammalia	Pygathrix_nemaeus	54133	Chordata	Mammalia	Primates	Cercopithecidae	GCA_004024825.1	11.8	3899632836.93948	597	0.005423703212342	0.037703014695116	0.143853303408244	0.355206104904345	10.120918462266	3.59501202503598	61	Pantheria	NA	NA	NA	9.3	25	Pantheria	9550	Pantheria	NA	NA	1460	AnAge	NA	NA	NA	4.11087386417331	3.2188758248682	9.16429643347478	1139438360	29.34	79400932	2.04	320160	0	189279872	4.87	873232	0.02	326864508	8.41	70369228	1.81	114668	0	445929296	11.48	26264684	0.67	1.22111151988097	3.98323635571778	2.39920536998101	0	21.9135635340306	0.020126041075251	0.008087600801602	0.001394413931311	1.1109992997718	13.1676599154567	47618866	155331593	93560200	0	854548519	784842	315387	54377	43324894	513490390
Mammalia	Rhinopithecus_roxellana	61622	Chordata	Mammalia	Primates	Cercopithecidae	GCA_007565055.1	12.4	3683380126.21889	668	0.002618858382828	0.010160163764496	0.257757497175353	0.215275531727807	8.50234360430666	1.83034654034963	NA	NA	NA	NA	NA	NA	29.5	AnAge	14750	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	3.38439026334577	9.59899836176797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Gorilla_gorilla_gorilla	9595	Chordata	Mammalia	Primates	Hominidae	GCA_008122165.1	10.6	3691120346.4053	659	0.002341341785243	0.009223621452409	0.25384192069496	0.23759651920721	8.48165965190489	2.01521281039284	159.687	Pantheria	NA	3650	0.59	10	54	Pantheria	114000	Pantheria	NA	NA	2828.74	Pantheria	NA	NA	NA	5.07321564927766	3.98898404656427	11.6439537273766	914265724	24.95	43814068	1.19	220704	0	123618348	3.37	585256	0.01	229951244	6.27	78822632	2.15	804216	0.02	400114068	10.91	36320932	0.99	0.227162422397087	0.999228900930067	0.591518267427754	0	6.6677372655169	0.007024874754074	0.002396196685182	0.002053882873013	0.309704700757451	4.52778479355724	8384838	36882741	21833651	0	246114207	259297	88447	75811	11431573	167125986
Mammalia	Pan_paniscus	9597	Chordata	Mammalia	Primates	Hominidae	GCA_013052645.3	10.7	3883149627.34741	676	0.000701484715561	0.002548980450783	0.275202077499359	0.262019375878726	2.09406079070906	0.548684501433699	75.458	Pantheria	NA	NA	2	90	48	Pantheria	35200	Pantheria	NA	NA	4686.85	Pantheria	NA	NA	NA	4.32357621007679	3.87120101090789	10.4688013615862	1220291068	31.56	88851488	2.29	335532	0	190613384	4.92	392388	0.01	349611920	9.04	63009216	1.62	83472	0	516957744	13.37	10404640	0.26	1.51233866419424	4.65486493669227	2.53457002572234	0	24.7466668590731	0.009500067943524	0.008754492990994	0.001058235416494	1.23827974212727	14.785184223153	58726373	180755370	98421147	0	960950102	368902	339950	41093	48084255	574130826
Mammalia	Pan_troglodytes	9598	Chordata	Mammalia	Primates	Hominidae	GCA_002880755.3	10.3	3383880000	681	0.000653927718986	0.002519190012063	0.259578561305385	0.247698336916789	2.13087228215143	0.527813520470993	79.756	Pantheria	9000	5073.5	1.64	45	60	Pantheria	45100	Pantheria	NA	NA	3309.15	Pantheria	NA	NA	NA	4.37897197394465	4.0943445622221	10.7166375254908	549240360	16.35	36659584	1.09	86468	0	109642432	3.26	484472	0.01	205926500	6.13	96010408	2.85	1297184	0.03	73511920	2.18	25615056	0.76	0.153987473000342	0.556480008079608	0.402687912509386	0	2.95246857880053	0.005530684175691	0.000871683918995	0.004388477661146	0.246611403910073	1.58127971615567	5210751	18830616	13626476	0	99907994	187152	29497	148501	8345034	53508608
Mammalia	Pongo_abelii	9601	Chordata	Mammalia	Primates	Hominidae	GCA_002880775.3	10.7	3715544746.13804	675	0.004769800851884	0.018118234301428	0.263259695869385	0.20958990878293	18.4027315149223	3.85702681956932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Hylobates_moloch	81572	Chordata	Mammalia	Primates	Hylobatidae	GCA_009828535.2	11.9	3168720000	659	0.002832365528106	0.009644294285678	0.293683025860376	0.24465764350984	8.32963587659814	2.03790908486352	67.753	Pantheria	NA	NA	6.18	NA	45	AnAge	5870	Pantheria	NA	NA	NA	NA	NA	NA	NA	4.21586873922227	3.80666248977032	8.67760991282214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Nomascus_leucogenys	61853	Chordata	Mammalia	Primates	Hylobatidae	GCA_006542625.1	10.7	3447978569.65501	682	0.002164377975027	0.009457982662092	0.228841398039543	0.192472176451429	8.61398441209259	1.65795232771415	NA	NA	NA	NA	NA	NA	44.1	AnAge	6000	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	3.7864597824528	8.69951474821019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Daubentonia_madagascariensis	31869	Chordata	Mammalia	Primates	Daubentoniidae	GCA_004027145.1	4.4	3029732074.55109	714	0.010390540729763	0.058022673163303	0.179077249690289	0.150894100347014	57.64273765613	8.69794904016066	40	Pantheria	NA	1277.5	39.8	1	24.3	Pantheria	2750	Pantheria	NA	NA	775.73	Pantheria	NA	NA	NA	3.68887945411394	3.1904763503465	7.91935619066062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Mirza_coquereli	47180	Chordata	Mammalia	Primates	Cheirogaleidae	GCA_004024645.1	9	2839042583.21802	556	0.003846148082143	0.022619271862979	0.170038545247676	0.32634103048316	6.2810473398351	2.0497634613953	NA	NA	NA	NA	NA	NA	17.4	AnAge	311.2	AnAge	NA	NA	293.5	AnAge	NA	NA	NA	NA	2.85647020622048	5.74043579230424	612436628	21.66	63691284	2.25	138008	0	81876256	2.89	117588	0	235257724	8.32	36416500	1.28	12984	0	184762976	6.53	10143904	0.35	0.875672930960773	2.7833789214555	1.0411517249111	0	12.9237407888208	0.003716168424248	0.006464259359826	0.000249826448689	0.620287843788518	7.59100787171911	24860727	79021313	29558741	0	366910504	105504	183523	7093	17610236	215511946
Mammalia	Mirza_zaza	339999	Chordata	Mammalia	Primates	Cheirogaleidae	GCA_008750895.1	9	2861407789.50679	600	0.003385771164721	0.017417036930868	0.194394211722676	0.170325972970057	11.5674307466838	1.97023389669267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473060352	16.65	62421688	2.19	70808	0	67341908	2.37	89592	0	216648624	7.62	37615288	1.32	57916	0	85491828	3	3298544	0.11	0.380680228019267	1.38958201377739	0.486657141314008	0	5.24137931034483	0.001728311410292	0.001040914826653	0.000196399023897	0.244732823677866	2.73271565840318	10892814	39761608	13925245	0	149977236	49454	29785	5620	7002804	78194139
Mammalia	Antechinus_stuartii	9283	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	GCA_016696395.1	6.5	4008490433.73776	700	0.006067678227567	0.045658773987827	0.132891834309546	0.1150982763609	41.9805118015047	4.8318845491016	NA	NA	34.81	NA	329	NA	3	Pantheria	29.7	Pantheria	0.189	AnAge	283.06	Pantheria	NA	NA	NA	NA	1.09861228866811	3.39114704580865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Sarcophilus_harrisii	9305	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	GCA_902635505.1	4.4	2924220000	706	0.006082010853179	0.048685478727719	0.124924536270727	0.11057041744707	43.1599595591062	4.77221474544904	NA	NA	NA	NA	NA	NA	13	AnAge	6500	AnAge	8.664	AnAge	730	AnAge	NA	NA	NA	NA	2.56494935746154	8.77955745588373	634218704	21.84	14376020	0.49	27644	0	13858604	0.47	147128	0	130314712	4.48	68993928	2.37	258704	0	395509344	13.62	10732620	0.36	0.131285282919785	0.456116030964981	0.19885802824793	0	7.30456408413036	0.000802617450165	0.000324868967924	0.000305759028634	0.146267475322858	6.37060402122809	3839071	13337836	5815046	0	213601524	23470	9500	8941	4277183	186290477
Mammalia	Gymnobelideus_leadbeateri	38618	Chordata	Mammalia	Diprotodontia	Petauridae	GCA_011680675.1	28.8	4204794233.74865	523	0.016877781494066	0.140365820988471	0.120241390498134	0.110429276344856	86.62079225072	9.56547140466513	NA	NA	102.92	365	258	8	11	Pantheria	137	Pantheria	0.574	AnAge	496.28	Pantheria	NA	NA	NA	NA	2.39789527279837	4.91998092582813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Ornithorhynchus_anatinus	9258	Chordata	Mammalia	Monotremata	Ornithorhynchidae	GCA_004115215.4	1.3	2256168430.94486	679	0.061290287758686	0.608831930401602	0.100668648765279	0.091102021320895	458.7656429	41.79447738077	41.982	Pantheria	477.34	730	NA	NA	22	Pantheria	1480	Pantheria	1.931	AnAge	646.36	Pantheria	NA	NA	NA	3.73724095499181	3.09104245335832	7.29979736675816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Elephas_maximus	9783	Chordata	Mammalia	Proboscidea	Elephantidae	GCA_014332765.1	2.6	3941340000	737	0.015407846800697	0.09337340949438	0.165013218261296	0.148444833904309	92.337817686798	13.7070720096031	191.92	Pantheria	NA	4745	0.53	NA	80	Pantheria	3320000	Pantheria	2336.5	AnAge	3482.73	Pantheria	NA	NA	NA	5.25707861853144	4.38202663467388	15.0154753408927	1696393032	43.41	44330640	1.13	167848	0	170589172	4.36	37416	0	974303252	24.93	221970992	5.68	6500	0	248930488	6.37	36056724	0.92	0.235275224403249	4.3761120680344	0.485993864321541	0	9.95713031021369	0.000639527943108	0.003541089907207	0.000106587990518	0.561375259837835	4.27916436910331	9272997	172477455	19154671	0	392444360	25206	139566	4201	22125708	168656417
Mammalia	Heterohyrax_brucei	77598	Chordata	Mammalia	Hyracoidea	Procaviidae	GCA_004026845.1	3.4	4384975919.1713	662	0.023985186824572	0.219506940219841	0.109268466867381	0.1289659174043	144.39072767	18.621482658636	46.9	Pantheria	669.24	NA	5700	34	14	Pantheria	2450	Pantheria	3.872	AnAge	444.37	Pantheria	NA	NA	NA	3.84801767545223	2.63905732961526	7.80384330353877	2017661040	46.2	69244060	1.58	63588	0	265222608	6.07	205972	0	1180169956	27.02	288810700	6.61	9456	0	212672344	4.87	1258792	0.02	0.571469245396215	5.44665533420696	1.78084909503667	0	15.4026690344108	0.005040975777138	0.00162263168792	0.000237985980895	2.64696661986997	4.94965406574168	25058789	238834525	78089804	0	675403328	221046	71152	10436	116068849	217041139
Mammalia	Microgale_talazaci	176115	Chordata	Mammalia	NA	Tenrecidae	GCA_004026705.1	12.2	3922626086.74118	528	0.040498124859367	0.350123220464046	0.115668206198067	0.113156144166615	216.7234661	24.5235917743	14.999	Pantheria	43.56	425.83	NA	2	5.83333333333333	Pantheria	47.4	Pantheria	0.243	AnAge	386.59	Pantheria	NA	NA	NA	2.70798353221322	1.76358859226136	3.85862222870103	1375726352	35.22	98752436	2.52	154860	0	172864832	4.42	202196	0	647500440	16.57	143492536	3.67	43968	0	309305280	7.91	3409012	0.08	1.04180002333693	5.23132136599432	1.56879409037248	0	17.7718716355736	0.004794935036897	0.003543055445983	0.000684990719557	1.87172533100405	8.04911336218483	40865919	205205177	61537926	0	697124073	188087	138981	26870	73420786	315736620
Mammalia	Choloepus_hoffmanni	9358	Chordata	Mammalia	Pilosa	Megalonychidae	GCA_000164785.2	15.5	3982980150.42151	604	0.026081055717478	0.182688256886919	0.142762628326031	0.143779887347054	132.2195867	19.0105172808	NA	NA	697.74	NA	120	NA	32.1	Pantheria	5510	Pantheria	3.891	AnAge	1277.49	Pantheria	NA	NA	NA	NA	3.46885603013597	8.61431990214696	1372331688	34.83	16163620	0.41	73068	0	235818264	5.98	421316	0.01	877399288	22.27	7069304	0.17	0	0	231088392	5.86	4298436	0.1	0.274913323828657	9.06367090155001	2.73132117461309	0	17.8865613640782	0.005311400899017	0.00241176262659	0	0.145957664913015	5.66297513564784	10949743	361004213	108787980	0	712418189	211552	96060	0	5813465	225555176
Mammalia	Galemys_pyrenaicus	202257	Chordata	Mammalia	Eulipotyphla	Talpidae	GCA_019455555.1	5.3	2218727259.82682	718	0.012249420759097	0.091284947068133	0.134188835646186	0.124471392392348	84.91087858236	10.568975286404	12.5	Pantheria	NA	NA	4.19	1.5	5	Pantheria	59.2	Pantheria	NA	NA	323.18	Pantheria	NA	NA	NA	2.52572864430826	1.6094379124341	4.08092154188996	434974244	19.74	4246460	0.19	49536	0	44640120	2.02	267560	0.01	99047596	4.49	109943060	4.99	9396	0	174191816	7.9	2578700	0.11	0.181570399726109	1.73791735476287	0.761950868523686	0	11.3314156196602	0.011463294683948	0.001791139794367	0.000204701690785	1.22974540738963	7.40677245308877	4028552	38559646	16905612	0	251413207	254339	39741	4542	27284697	164336079
Mammalia	Scalopus_aquaticus	71119	Chordata	Mammalia	Eulipotyphla	Talpidae	GCA_004024925.1	3.9	2509839810.38421	694	0.013713430020104	0.114158050819316	0.120126700847487	0.137838497350549	79.98071322	11.02442132727	12.544	Pantheria	NA	NA	950	1	6.2	Pantheria	86.6	Pantheria	0.378	AnAge	285.1	Pantheria	NA	NA	NA	2.52924246360805	1.82454929205105	4.46129981556839	578958084	23.16	22380984	0.89	146424	0	59341664	2.37	71380	0	174154452	6.96	36113268	1.44	12628	0	284279984	11.37	2456904	0.09	0.680873216723887	3.45116136894906	1.34504679710051	0	18.8303284273916	0.00304949881124	0.006062694065203	0.000399339130043	0.820206269551735	12.5234929395027	17088827	86618622	33758520	0	472611079	76538	152164	10023	20585863	314319611
Mammalia	Talpa_occidentalis	50954	Chordata	Mammalia	Eulipotyphla	Talpidae	GCA_014898055.1	9.1	2445000000	687	0.012068314940366	0.076016668112416	0.1587587990902	0.138614201733207	66.16681051414	9.17165962064986	NA	NA	NA	NA	NA	NA	NA	NA	47.3	Pantheria	NA	NA	370.28	Pantheria	NA	NA	NA	NA	NA	3.85651029549789	291965384	12.07	1934612	0.07	0	0	40532792	1.67	23112	0	70634692	2.92	112948492	4.66	0	0	62956420	2.6	2935264	0.12	0.056973780090604	1.42655678202392	0.79660254439447	0	4.8095113483133	0.000984919070715	0	0	0.725915660319293	1.80144728554031	1393009	34879313	19476932	0	117592552	24081	0	0	17748638	44045386
