Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	n_markers	dS_sum	dN_sum	dS_ratesmean	dN_ratesmean	dNdS_ratesmean	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp	n_markers_phylter_noshortbr	dN_CM_phylter_noshortbr	dS_CM_phylter_noshortbr	dNdS_CM_phylter_noshortbr	n_markers_phylter_noshortbr_gcpoor	dN_CM_phylter_noshortbr_gcpoor	dS_CM_phylter_noshortbr_gcpoor	dNdS_CM_phylter_noshortbr_gcpoor	n_markers_phylter_noshortbr_gcrich	dN_CM_phylter_noshortbr_gcrich	dS_CM_phylter_noshortbr_gcrich	dNdS_CM_phylter_noshortbr_gcrich	brlen_coevol_gcpoor	dS_coevol_gcpoor	dNdS_coevol_gcpoor	brlen_coevol_gcrich	dS_coevol_gcrich	dNdS_coevol_gcrich
Actinopteri	Callopanchax_toddi	60409	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	GCA_006937965.1	1.5	1038705370.67315	913	163.488935	20.342089580755	0.179067836801752	0.022280492421418	0.124424870592955	8	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07944154167984	NA	NA	403758888	39.03	35568672	3.43	517924	0.05	11775284	1.13	71176	NA	35237060	3.4	1467976	0.14	140552	0.01	315722652	30.52	3257592	0.31	1.82657755775873	2.13072387718572	0.851520239595736	NA	26.6598561745728	0.004472739991573	0.034887371934272	0.004204375592079	0.091601715027422	21.7158682974873	18972759	22131943	8844786	NA	276917358	46459	362377	43671	951472	225563890	804	0.506421497847167	0.506421497847167	0.12599589518318	49	0.486357122684072	0.486357122684072	0.157789354915896	50	0.538287765058832	0.538287765058832	0.0995309939119828	0.179899	0.88199	0.165252	0.197334	0.75227	0.11885
Actinopteri	Pachypanchax_playfairii	52664	Chordata	Actinopteri	Cyprinodontiformes	Aplocheilidae	GCA_006937955.1	1.3	713940000	921	257.3414625	26.3626314348	0.279415268729642	0.028623921210424	0.102442222791051	10	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.30258509299405	NA	NA	212415680	29.88	24324868	3.42	151540	0.02	4342168	0.61	70104	NA	17052560	2.39	563492	0.07	99304	0.01	164610060	23.15	1201584	0.16	2.23285110968986	1.42587528103554	0.401918431354085	NA	19.4028640448454	0.002223434211851	0.00745504412209	0.003662126937167	0.048261601421952	15.2806170160728	15941217	10179894	2869456	NA	138524808	15874	53225	26145	344559	109094437	808	0.816818821073207	0.816818821073207	0.105871176753742	50	0.819690540173231	0.819690540173231	0.131122104793221	48	0.876764349429489	0.876764349429489	0.0699096318287373	0.243173	1.13094	0.135983	0.267824	0.973814	0.0777337
Actinopteri	Kryptolebias_marmoratus	37003	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	GCA_001649575.2	1	829645267.695397	916	240.3511964	27.1751343395	0.26239213580786	0.029667177226528	0.113064277384641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	189430108	23.08	16521700	2.01	5508596	0.67	14888840	1.81	14064	NA	18545764	2.26	592688	0.07	505784	0.06	129835844	15.82	3016828	0.36	0.948030311639428	1.40797053329036	1.27138511665713	NA	12.3868529271309	0.000954232825002	0.235391888240252	0.033658394190978	0.009455579811383	8.4799201220377	7865289	11681161	10547986	NA	102766939	7917	1952918	279245	78448	70353256	806	0.78345866206264	0.78345866206264	0.11141083598663	49	0.723985606656944	0.723985606656944	0.14517743722655	47	0.791959056706046	0.791959056706046	0.0892114212337629	0.275655	0.879918	0.155631	0.304035	0.779302	0.105898
Actinopteri	Cyprinodon_tularosa	77115	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	GCA_016077235.1	0.9	1321312249.10879	919	231.1810041	22.469921547308	0.251557131773667	0.024450404295221	0.097196227842269	5	FishBase	NA	NA	NA	NA	5	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6094379124341	1.6094379124341	NA	515121628	39.26	61683388	4.7	11691108	0.89	23061912	1.75	145108	0.01	46046228	3.5	3600028	0.27	155824	0.01	360913736	27.5	7824296	0.59	2.66885111822843	2.13752938184717	1.37974405146462	NA	22.6185239659652	0.008333447882445	0.750912383675377	0.000945030172236	0.07177933717302	15.6004292155219	35263857	28243438	18230727	NA	298861328	110111	9921897	12487	948429	206130382	807	0.740670088526639	0.740670088526639	0.098750415997494	50	0.714416985266671	0.714416985266671	0.124908623728888	50	0.772431152556142	0.772431152556142	0.0782417515775571	0.206994	1.21108	0.122277	0.237735	0.974521	0.0919009
Actinopteri	Gambusia_affinis	33528	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_019740435.1	1.6	919320000	922	41.7412321724258	6.96414802263027	0.04527248608723	0.007553305881378	0.166840978576353	5.09999990463257	FishBase	NA	NA	NA	NA	3	AnAge	NA	NA	NA	NA	90	AnAge	NA	NA	NA	1.62924052103078	1.09861228866811	NA	179834016	19.7	16443856	1.8	1266432	0.13	6002920	0.65	13568	NA	10441196	1.14	364408	0.03	64244	NA	144121220	15.78	1116172	0.12	0.699941630439941	0.696489998588529	0.535064573251949	NA	12.6557163646181	0.000986180528975	0.105459680317254	0.002403815039376	0.012019075196882	10.6033514112552	6434703	6402972	4918956	NA	116346532	9066	969512	22099	110494	97478730	813	0.135179362087536	0.135179362087536	0.162779553099901	49	0.123573545767691	0.123573545767691	0.211650148245292	48	0.141983752595129	0.141983752595129	0.13393947649133	0.0768038	0.53875	0.229495	0.0695737	0.62829	0.157683
Actinopteri	Xiphophorus_couchianus	32473	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_001444195.3	1	733500000	928	11.2609919285354	1.80812965373036	0.012134689578163	0.00194841557514	0.160565753461608	4	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38629436111989	NA	NA	87450444	12.05	9412852	1.29	246152	0.03	1173280	0.16	NA	NA	7270160	1	695756	0.09	29452	NA	68142492	9.39	480300	0.06	0.520114946714071	0.669163101891164	0.121860218076385	NA	6.41426551059674	NA	0.020779351926969	0.001213747191996	0.050928832176147	5.03020531262001	3815043	4908311	893845	NA	47048638	NA	152417	8903	373563	36896556	750	0.038421626592309	0.038421626592309	0.167499098877966	44	0.0304546010792611	0.0304546010792611	0.206709931253346	46	0.0543177195463915	0.0543177195463915	0.108090332548149	0.0212896	0.474781	0.193734	0.0251519	0.612356	0.125657
Actinopteri	Xiphophorus_maculatus	8083	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_002775205.2	1.4	968220000	925	10.394287814739	1.60554813675323	0.011237067907826	0.001735727715409	0.154464467924063	4	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38629436111989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	725	0.035268617657318	0.035268617657318	0.150858267608325	43	0.0419088415110361	0.0419088415110361	0.151746691841242	45	0.0404238914051952	0.0404238914051952	0.111865129520002	0.0212896	0.573201	0.192062	0.0251519	0.465919	0.128863
Actinopteri	Xiphophorus_hellerii	8084	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_003331165.2	2.4	9.78e+08	908	10.6146192090742	1.71572174597365	0.011690109261095	0.001889561394244	0.161637616213958	14	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63905732961526	NA	NA	200713708	20.66	23658396	2.43	1937752	0.19	5618008	0.57	76072	NA	14785272	1.52	559880	0.05	47248	NA	152570528	15.71	1460552	0.15	0.967881617261637	0.97121249042374	0.45077816793795	NA	11.862992421387	0.006837055438001	0.142584745886518	0.001344036539094	0.018933384289849	9.30342092361022	9465882	9498458	4408610	NA	116020066	66866	1394479	13145	185168	90987457	725	0.036933049427469	0.036933049427469	0.165743783692361	43	0.0345455470064096	0.0345455470064096	0.160967964332991	45	0.045091459611665	0.045091459611665	0.13745342353386	0.0360239	0.292478	0.233104	0.0367391	0.360328	0.175109
Actinopteri	Poeciliopsis_occidentalis	68464	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_010883035.1	5.8	665040000	872	66.71597068	9.700585410973	0.076509140688073	0.011124524553868	0.145401248188405	6	FishBase	NA	NA	NA	NA	1	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79175946922805	0	NA	64144808	9.71	5146604	0.77	247824	0.03	2415560	0.36	41632	NA	4102104	0.62	102100	0.01	7984	NA	50795832	7.69	1285168	0.19	0.284028839851431	0.362000726113191	0.143110899576272	NA	4.67010988350513	0.0020305178714	0.027290160191616	0.000243662144568	0.00243662144568	3.84896845631097	1888905	2407450	951745	NA	31058099	13504	181490	1620	16205	25597180	760	0.21725921223832	0.21725921223832	0.14577253639995	46	0.192916926194173	0.192916926194173	0.185989275521181	49	0.230615620018376	0.230615620018376	0.115983872767275	0.0886823	0.740627	0.191952	0.0797678	0.884922	0.13177
Actinopteri	Micropoecilia_picta	69234	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_905332405.1	0.6	898221078.942117	904	63.2414030918088	10.8965911411175	0.069957304305098	0.012053751262298	0.17230153994684	3	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09861228866811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	794	0.19505390350725	0.19505390350725	0.176931733470551	50	0.163067767812783	0.163067767812783	0.214823511505161	50	0.251289928449928	0.251289928449928	0.153828583223941	0.0720687	0.757949	0.218003	0.067424	1.09538	0.185046
Actinopteri	Poecilia_formosa	48698	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	GCA_000485575.1	3.4	948660000	900	32.3359887480113	4.50240671604438	0.035928876386679	0.005002674128938	0.139238257136061	9.60000038146973	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26176313821022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	786	0.108448825114921	0.108448825114921	0.142906996681119	49	0.101525257810245	0.101525257810245	0.176592159407191	47	0.124128378342657	0.124128378342657	0.116544663960888	0.0720687	0.469115	0.193304	0.067424	0.549178	0.145769
Actinopteri	Hirundichthys_speculiger	938393	Chordata	Actinopteri	Beloniformes	Exocoetidae	GCA_018398805.1	6.8	1268256972.73687	864	223.37698413854	24.3754556666408	0.258538176086273	0.028212332947501	0.109122503200791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	433048288	34.45	63607264	5.06	2064448	0.16	10686712	0.85	120728	NA	35195204	2.8	827324	0.06	301720	0.02	314624036	25.03	5620852	0.44	2.33234206146351	1.60803349455476	0.575932217127669	NA	18.1569051076122	0.00468152363331	0.094538827998027	0.016664826664841	0.02134635029815	13.5033658058719	29580091	20393997	7304301	NA	230276215	59374	1198995	211353	270727	171257378	766	0.774305246357823	0.774305246357823	0.110238432614795	48	0.758396528401459	0.758396528401459	0.150583979131197	43	0.800290717821732	0.800290717821732	0.0813326362295324	0.318651	0.772539	0.16276	0.333932	0.725457	0.0939619
Actinopteri	Oryzias_celebensis	126373	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	GCA_014656515.1	1.7	831300000	911	17.224258782411	2.62475543022425	0.018906980002647	0.002881180494209	0.152387133947649	4.5	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50407739677627	NA	NA	260224268	31.43	21424096	2.58	810988	0.09	8081228	0.97	41592	NA	11920680	1.44	154516	0.01	20952	NA	213846880	25.83	3923336	0.47	0.887354963656085	0.728132916192859	0.667797340900563	NA	16.7764834966804	0.001710838618874	0.08622626639126	0.000798391355475	0.004448180409073	14.4000145991562	7376582	6052969	5551399	NA	139462907	14222	716799	6637	36978	119707321	756	0.055247799939701	0.055247799939701	0.151231806319536	47	0.0530290998858481	0.0530290998858481	0.214787442800671	44	0.0525989357993681	0.0525989357993681	0.11275251369282	0.0221434	0.774471	0.240089	0.01862	0.925931	0.121266
Actinopteri	Oryzias_woworae	1221322	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	GCA_016861445.1	3.1	852454599.839699	896	15.3024942031106	2.54437537447556	0.017078676565972	0.002839704659013	0.166271938463362	2.79999995231628	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02961940015126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	737	0.048118618320994	0.048118618320994	0.171334969377375	45	0.0369555877107343	0.0369555877107343	0.28060078931408	45	0.067806123784559	0.067806123784559	0.124220871430208	0.0221434	0.656845	0.249721	0.01862	1.03073	0.125412
Actinopteri	Oryzias_javanicus	123683	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	GCA_003999625.1	1.3	850860000	914	130.643005293216	13.4536555761338	0.142935454368945	0.014719535641284	0.102980297689404	4.5	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50407739677627	NA	NA	171132800	20.25	14558772	1.72	292048	0.03	9346396	1.1	297924	0.03	12883340	1.52	357224	0.04	95632	0.01	130720392	15.47	2581072	0.3	0.682285094534419	1.04200342055042	0.911516722111564	NA	9.4082734563202	0.011992783472902	0.025810555735158	0.007560667841612	0.016815968130482	6.71028824394365	5805291	8865990	7755731	NA	80051236	102042	219612	64331	143080	57095159	803	0.417401684331374	0.417401684331374	0.10141233696499	49	0.426444257799953	0.426444257799953	0.136483757454562	48	0.4382846257843	0.4382846257843	0.0836808566126578	0.0914856	1.61075	0.135833	0.107585	1.19007	0.0945378
Actinopteri	Neostethus_bicornis	300306	Chordata	Actinopteri	Atheriniformes	Phallostethidae	GCA_902685375.1	3.7	947997238.204144	902	569.912759	51.61561138985	0.631832327050998	0.057223515953271	0.090567565955915	3	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09861228866811	NA	NA	231995712	24.64	32460192	3.44	51220	NA	9133424	0.97	421232	0.04	39014676	4.14	4077152	0.43	130468	0.01	143397632	15.23	3309716	0.35	1.30414641430281	1.62894847610515	0.72214814971582	NA	12.9251232778142	0.021869025699633	0.00129332947686	0.006290284273819	0.135682019663311	9.10474557857682	12363272	15442387	6845945	NA	122529812	207318	12261	59632	1286262	86312737	793	1.85205278209233	1.85205278209233	0.091511256348282	48	1.70871383670636	1.70871383670636	0.119700229881443	49	2.11297515549119	2.11297515549119	0.0673750704743177	0.342155	1.72148	0.118603	0.362988	1.80738	0.0708541
Actinopteri	Parambassis_ranga	210632	Chordata	Actinopteri	NA	Ambassidae	GCA_900634625.2	2.8	672755802.204546	901	263.271031	28.289852905757	0.292198702552719	0.03139828291427	0.107455244119726	8.19999980926514	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10413413100986	NA	NA	108985072	16.31	9896352	1.48	5975436	0.89	3319208	0.49	170264	0.02	7397456	1.1	264528	0.03	24796	NA	79625580	11.91	2311452	0.34	1.18322135277971	0.95226146093654	0.468491813129037	NA	13.7274331872124	0.023300831660453	0.766366913843255	0.003243339205484	0.028763297690743	10.3017841779671	7960190	6406394	3151806	NA	92352103	156758	5155778	21820	193507	69305851	796	0.872466886108622	0.872466886108622	0.10763200244978	50	0.847499581337152	0.847499581337152	0.142231310497009	49	0.956048999117029	0.956048999117029	0.0716937823325322	0.429008	0.670122	0.150865	0.44925	0.659966	0.0799628
Actinopteri	Amphiprion_percula	161767	Chordata	Actinopteri	NA	Pomacentridae	GCA_003047355.2	2.3	938880000	917	195.476256605566	21.67668249583	0.213169309275426	0.023638694106685	0.110891639078036	11	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	14	2.39789527279837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	811	0.637251452502347	0.637251452502347	0.109331942108527	50	0.591550277536809	0.591550277536809	0.1484829380158	50	0.724099636271493	0.724099636271493	0.073381472689356	0.405535	0.485967	0.158815	0.407855	0.549728	0.0826299
Actinopteri	Gouania_willdenowi	441366	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	GCA_900634775.2	3.1	1140111325.54764	883	436.297171	43.675951176	0.494107781426954	0.049463138364666	0.100105969231691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399428936	35.28	42754500	3.77	1265728	0.11	10877376	0.96	387104	0.03	27151224	2.39	1781448	0.15	291468	0.02	301549016	26.63	13371072	1.18	1.37318108767391	1.85409099352595	0.680929608846547	NA	17.2728114849833	0.018575708756413	0.080037288652301	0.011517919677459	0.079155065017431	13.1753238128333	15655793	21138701	7763356	NA	196929280	211784	912514	131317	902456	150213359	774	1.44213620994089	1.44213620994089	0.10065527892214	50	1.41146440937201	1.41146440937201	0.128378101326452	46	1.65998641507401	1.65998641507401	0.0744636648723983	0.308229	1.57338	0.124841	0.302395	1.57086	0.0850312
Actinopteri	Salarias_fasciatus	181472	Chordata	Actinopteri	Blenniiformes	Blenniidae	GCA_902148845.1	6.3	811740000	862	326.180368	28.5723803287	0.378399498839907	0.033146612910325	0.087596873177542	14	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	8	2.63905732961526	NA	NA	130797900	16.22	8555412	1.06	683948	0.08	4265616	0.52	89076	0.01	10756108	1.33	355492	0.04	42160	NA	103826980	12.88	2223108	0.27	0.668657606823646	0.926816969628101	0.378965160914601	NA	11.3482878743222	0.008096332148475	0.06519677993246	0.002343675095611	0.01668980749905	9.28152154228025	5427761	7523344	3076212	NA	92118592	65721	529228	19025	135478	75341823	759	1.13697508762709	1.13697508762709	0.087433836695168	49	1.09918830662648	1.09918830662648	0.108944136012185	46	1.148827723215	1.148827723215	0.0721608409504108	0.308229	1.26331	0.102713	0.302395	1.12834	0.0822655
Actinopteri	Anabas_testudineus	64144	Chordata	Actinopteri	Anabantiformes	Anabantidae	GCA_900324465.3	2.3	678357832.115119	905	143.1164736	16.806001561299	0.158139749834254	0.018570167471049	0.117428840569888	25	FishBase	NA	NA	NA	NA	8	AnAge	NA	NA	NA	NA	NA	NA	0	NA	NA	3.2188758248682	2.07944154167984	NA	69362660	10.29	5353316	0.79	255576	0.03	1127696	0.16	59768	NA	4539040	0.67	183512	0.02	11416	NA	55967600	8.3	1864736	0.27	0.265727407967327	0.350973293230028	0.117546083975522	NA	7.74280717031112	0.008158297613032	0.018730785336043	0.001248719022403	0.01165471087576	6.96876787229101	1802583	2380855	797383	NA	52523939	55342	127062	8471	79061	47273183	804	0.474919183061051	0.474919183061051	0.115758057480262	49	0.443759035205654	0.443759035205654	0.149467907714375	50	0.523897462852302	0.523897462852302	0.0836596554764177	0.335457	0.447081	0.16055	0.326073	0.474612	0.0951633
Actinopteri	Betta_splendens	158456	Chordata	Actinopteri	Anabantiformes	Osphronemidae	GCA_900634795.3	2.4	616140000	910	274.461164	29.820975038346	0.301605674725275	0.032770302239941	0.10865280392947	6.5	FishBase	NA	NA	NA	NA	2	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87180217690159	0.693147180559945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	805	0.891856547147292	0.891856547147292	0.109648710320116	48	0.836090419247715	0.836090419247715	0.1516589700839	48	0.980072889145923	0.980072889145923	0.0772676699432133	0.335457	0.83904	0.158918	0.326073	0.900822	0.0873917
Actinopteri	Channa_argus	215402	Chordata	Actinopteri	Anabantiformes	Channidae	GCA_018997905.1	1.6	860640000	901	20.5758036778261	3.13123813692497	0.022836630053081	0.003475292049861	0.152180599404698	100	FishBase	NA	NA	NA	NA	NA	NA	8000	FishBase	NA	NA	NA	NA	NA	NA	NA	4.60517018598809	NA	8.98719682066197	177368540	20.75	13774732	1.61	190616	0.02	2877624	0.33	9120	NA	13691436	1.6	1671128	0.19	1348	NA	139284544	16.29	5867992	0.68	0.312289382029631	0.779475348583005	0.181500959728202	NA	14.0975598861201	0.000591208337877	0.00564932411749	0.000197069445959	0.056033412467664	12.7618231814103	2687687	6708477	1562070	NA	121329239	5088	48620	1696	482246	109833355	770	0.067888928944848	0.067888928944848	0.157973586223441	45	0.0634435714704699	0.0634435714704699	0.216945746057453	47	0.0867521612712742	0.0867521612712742	0.123101066810511	0.0779087	0.27222	0.223795	0.0637584	0.341619	0.14375
Actinopteri	Channa_maculata	188791	Chordata	Actinopteri	Anabantiformes	Channidae	GCA_020496755.1	1.8	754808306.669554	923	20.3459273843867	2.98702265566934	0.022043258271275	0.00323621089455	0.146811821316218	20	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99573227355399	NA	NA	151639464	20.23	13500004	1.8	200660	0.02	3655932	0.48	6560	NA	12057368	1.6	1599756	0.21	196	NA	114827496	15.32	5791492	0.77	0.458053679967471	0.78805900408332	0.308963459791693	NA	13.4966711171583	0.001048349112236	0.006889151308976	NA	0.053540686803456	11.8801167860911	3457427	5948335	2332082	NA	101873995	7913	52000	NA	404130	89672108	756	0.068433692668007	0.068433692668007	0.143458540425489	44	0.0531695371828117	0.0531695371828117	0.236362095073412	45	0.0599343448913993	0.0599343448913993	0.111278429017299	0.0779087	0.220188	0.23266	0.0637584	0.284545	0.112153
Actinopteri	Mastacembelus_armatus	205130	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	GCA_900324485.3	1.4	722284328.565796	916	206.0333804	24.807524496504	0.224927271179039	0.027082450323694	0.120405365617658	90	FishBase	NA	NA	NA	NA	NA	NA	500	FishBase	NA	NA	NA	NA	NA	NA	NA	4.49980967033027	NA	6.21460809842219	126878660	17.69	15093204	2.1	949540	0.13	5137860	0.71	133496	0.01	12109780	1.68	937416	0.13	11156	NA	89029984	12.41	3476224	0.48	1.45450323240258	1.1941498812396	0.4742623451595	NA	12.3157031800358	0.015273647658768	0.132007954765066	0.001324755154077	0.071147144451302	8.9730342192049	10505649	8625157	3425523	NA	88954394	110319	953473	9568	513885	64810820	810	0.655101602199551	0.655101602199551	0.123115960110386	50	0.627449865992562	0.627449865992562	0.167428191134701	49	0.692744817833689	0.692744817833689	0.0851924415042312	0.426874	0.494805	0.185117	0.406586	0.511702	0.0968946
Actinopteri	Brachirus_orientalis	435138	Chordata	Actinopteri	Pleuronectiformes	Soleidae	GCA_016785285.1	1	768282431.573984	910	243.5961838	26.987850477709	0.267688114065934	0.029656978546933	0.110789299145453	38	FishBase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	20	5	3.63758615972639	NA	NA	164942780	21.61	15368784	2.01	314016	0.04	9732572	1.27	246072	0.03	8921408	1.16	3065352	0.4	101940	0.01	121666856	15.94	5525780	0.72	0.993117847893685	0.811729529032586	0.985426206542226	NA	15.5245699401695	0.02247751501737	0.034052315109371	0.009931925240233	0.129488408771159	12.5379728119147	7629950	6236375	7570856	NA	119272543	172691	261618	76305	994837	96327042	803	0.788809307849394	0.788809307849394	0.111880005668029	48	0.7518859587473	0.7518859587473	0.163440644263482	50	0.861081087558368	0.861081087558368	0.0780992608216647	0.271859	0.908828	0.176741	0.268125	0.991184	0.086412
Actinopteri	Trinectes_maculatus	195658	Chordata	Actinopteri	Pleuronectiformes	Achiridae	GCA_016785345.1	1.9	550711892.627472	915	219.3941706	26.98690397412	0.239775049836066	0.029493884124721	0.123006476882755	20	FishBase	NA	NA	NA	NA	6	AnAge	NA	NA	NA	NA	NA	NA	0	75	75	2.99573227355399	1.79175946922805	NA	95956500	17.54	5840928	1.06	237816	0.04	13296160	2.43	143432	0.02	7047588	1.28	393532	0.07	21828	NA	66790336	12.21	2184880	0.39	1.01714054748913	1.12297983428235	2.48451475395491	NA	17.6236996664396	0.024793061276364	0.017813502009488	0.00489610873945	0.037397936967288	12.9141639217206	5601514	6184383	13682518	NA	97055810	136538	98101	26963	205955	71119837	805	0.710977460155519	0.710977460155519	0.123809483896245	50	0.686981674508652	0.686981674508652	0.165214670715938	49	0.793362708905073	0.793362708905073	0.0911161547518828	0.271859	0.821112	0.178765	0.268125	0.891643	0.106104
