Phylum	SubPhylum	Class	Order	Family	Species	Accession_assembly	Assembly_size	Reads_assembly	Cvalue	Chromnum	Method	Celltype	Stdsp	Date	Reference	Notes
Chordata	Vertebrata	Mammalia	Artiodactyla	Bovidae	Ovis aries	GCA_016772045.1	2628146905	LR-SR	3227400000	54	FD	LK, LV	BO	1976	Sumner, A.T. and R.A. Buckland (1976). Relative DNA contents of somatic nuclei of ox, sheep and goat. Chromosoma 57: 171-175.	one measure
Chordata	Vertebrata	Mammalia	Artiodactyla	Camelidae	Camelus bactrianus	GCA_000767855.1	1992663268	SR	2797080000	74	FD	LK	HS, GD, MN, RN	1982	De Stefano, G.F., S. Garagna, and C.A. Redi (1982). Genome size in some species of Camelidae. Basic and Applied Histochemistry 26 Suppl.: XCII.	one measure
Chordata	Vertebrata	Mammalia	Artiodactyla	Camelidae	Camelus dromedarius	GCA_000803125.3	2169363382	LR-SR	2904660000	74	FD	LK	HS, GD, MN, RN	1982	De Stefano, G.F., S. Garagna, and C.A. Redi (1982). Genome size in some species of Camelidae. Basic and Applied Histochemistry 26 Suppl.: XCII.	one measure
Chordata	Vertebrata	Mammalia	Artiodactyla	Cervidae	Muntiacus muntjak	GCA_008782695.1	2573529099	SR	3080700000	NA	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	most recent
Chordata	Vertebrata	Mammalia	Artiodactyla	Cervidae	Muntiacus reevesi	GCA_008787405.2	2579575442	SR	3061140000	NA	FD	F	HS	1972	Wurster, D.H. and N.B. Atkin (1972). Muntjac chromosomes: a new karyotype for Muntiacus muntjak. Experientia 28: 972-973.	one measure
Chordata	Vertebrata	Mammalia	Artiodactyla	Delphinidae	Tursiops truncatus	GCA_011762595.1	2378522213	LR-SR	2963340000	44	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	one measure
Chordata	Vertebrata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias celebensis	GCA_014656515.1	688104639	LR-SR	831300000	36	FD	RBC	CP	1981	Uwa, H. and A. Iwata (1981). Karyotype and cellular DNA content of Oryzias javanicus (Oryziatidae, Pisces). Chromosome Information Service 31: 24-26.	one measure
Chordata	Vertebrata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias javanicus	GCA_003999625.1	809679899	LR-SR	850860000	48	FD	RBC	CP	1981	Uwa, H. and A. Iwata (1981). Karyotype and cellular DNA content of Oryzias javanicus (Oryziatidae, Pisces). Chromosome Information Service 31: 24-26.	one measure
Chordata	Vertebrata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias latipes	GCA_002234675.1	734057086	LR	850860000	NA	FD	RBC	CP	1981	Uwa, H. and A. Iwata (1981). Karyotype and cellular DNA content of Oryzias javanicus (Oryziatidae, Pisces). Chromosome Information Service 31: 24-26.	one measure
Arthropoda	Hexapoda	Insecta	Blattodea	Blattidae	Periplaneta americana	GCA_002939525.1	3374840130	SR	2660160000	NA	FD	HE	GD, OM	NA	E.M. Rasch. Unpublished Data	one measure
Arthropoda	Hexapoda	Insecta	Blattodea	Ectobiidae	Blattella germanica	GCA_000762945.2	1796331457	SR	1956000000	NA	FD	S	MD	1969	Bier, K. and W. Muller (1969). DNA-Messungen bei Insekten und eine Hypothese uber retardierte Evolution und besonderen DNA-Reichtum in Tierreich. Biologisches Zentralblatt 88: 425-449.	one measure
Arthropoda	Crustacea	Hexanauplia	Calanoida	Temoridae	Eurytemora affinis	GCA_000591075.2	389032277	SR	616140000	NA	FD	SQ	GD, OM	2001	Rasch, E.M. and G.A. Wyngaard (2001). Genome size in Eurytemora affinis, a calanoid copepod. Molecular Biology of the Cell 12: 212A.	one measure
Chordata	Vertebrata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus canicula	GCA_902713615.2	4220389930		5525700000	NA	FD	RBC	SC	1978	Stingo, V. (1978). Ulteriori dati cariologici sui Selaci italiani. Bollettino di Zoologia 45: 243.	one measure
Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Acinonyx jubatus	GCA_003709585.1	2384834280	SR	2503680000	38	FD	S	FC	NA	E.M. Rasch. Unpublished Data	one measure
Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	GCA_000181335.5	2521710482		2797080000	NA	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	one measure
Chordata	Vertebrata	Aves	Casuariiformes	Dromaiidae	Dromaius novaehollandiae	GCA_003342905.1	1192254075	SR	1515900000	NA	FD	RBC	GD	1974	Martin, N.G. (1974). Nuclear DNA content of the emu. Chromosoma 47: 71-74.	one measure
Chordata	Vertebrata	Actinopteri	Centrarchiformes	Sinipercidae	Siniperca chuatsi	GCA_020085105.1	718820513	LR-SR	782400000	48	FD	RBC	GD	1991	Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Artibeus jamaicensis	GCA_014825515.1	2207618356	SR	2572140000	30	FD	LK	GD, MM	2005	Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.	most recent
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Desmodus rotundus	GCA_002940915.2	2063808397	SR	2601480000	28	FD	LK	GD, MM	2005	Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.	most recent
Chordata	Vertebrata	Mammalia	Chiroptera	Phyllostomidae	Phyllostomus hastatus	GCA_019186645.1	2089300398	LR-SR	2562360000	32	FD	LK	GD, MM	2005	Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.	most recent
Chordata	Vertebrata	Mammalia	Chiroptera	Pteropodidae	Pteropus giganteus	GCA_902729225.1	1985219947		2171160000	38	FD	LK	HS	1975	Manfredi Romanini, M.G., C. Pelliciari, F. Bolchi, and E. Capanna (1975). Donnees nouvelles sur le contenu en ADN des noyaux postkinetiques chez les chiropteres. Mammalia 39: 675-683.	one measure
Chordata	Vertebrata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus ferrumequinum	GCA_004115265.3	2075785400	LR-SR	2621040000	58	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	most recent
Chordata	Vertebrata	Mammalia	Chiroptera	Vespertilionidae	Myotis myotis	GCA_014108235.1	2002797769	LR-SR	2122260000	44	FD	LK	HS	1975	Manfredi Romanini, M.G., C. Pelliciari, F. Bolchi, and E. Capanna (1975). Donnees nouvelles sur le contenu en ADN des noyaux postkinetiques chez les chiropteres. Mammalia 39: 675-683.	most recent
Chordata	Vertebrata	Actinopteri	Cichliformes	Cichlidae	Oreochromis aureus	GCA_013358895.1	1005575223	LR	1183380000	44	FD	RBC	CCR	1986	Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.	one measure
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Ophraella communa	GCA_902651945.1	774411302		586800000	34	FD	S	TC	1993	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	one measure
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Tribolium castaneum	GCA_000002335.3	165928604	SR	200490000	NA	FD	S	DMA	1991	Alvarez-Fuster, A., C. Juan, and E. Petitpierre (1991). Genome size in Tribolium flour-beetles: inter- and intraspecific variation. Genetical Research 58: 1-5.	average of most recent ones
Chordata	Vertebrata	Aves	Columbiformes	Columbidae	Streptopelia turtur	GCA_901699155.2	1178816852		1202940000	72	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Catostomidae	Myxocyprinus asiaticus	GCA_019703515.1	2581058468	LR	1975560000	100	FD	RBC	CP	1992	Suzuki, A. (1992b). Karyotype and DNA contents of the Chinese catostomid fish, Myxocyprinius asiaticus. Chromosome Information Service 53: 25-27.	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Cyprinidae	Carassius gibelio	GCA_019843895.1	1930848899	LR	2992680000	150	FD	RBC	GD	1991	Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Cyprinidae	Labeo rohita	GCA_017311145.1	1484640579	SR	1946220000	50	FD	RBC	ON	2009	Patel, A., P. Das, A. Barat, and N. Sarangi (2009). Estimation of genome size in Indian major carps Labeo rohita (Hamilton), Catla catla (Hamilton), Cirrhinus mrigala (Hamilton) and Labeo calbasu (Hamilton) by Feulgen microdensitometry method. Indian Jour	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Gobionidae	Paracanthobrama guichenoti	GCA_018749465.1	1087759805	LR-SR	1232280000	NA	FD	RBC	CP	1984	Zhou, T. (1984). Chromosome studies in Chinese freshwater fishes [in Chinese]. Zoological Research (Tung Wu Hsueh Yen Chiu) 5: 38-51.	most recent
Chordata	Vertebrata	Actinopteri	Cypriniformes	Leuciscidae	Pimephales promelas	GCA_016745375.1	1066429022	LR-SR	1085580000	50	FD	RBC	GD	1987	Gold, J.R. and C.T. Amemiya (1987). Genome size variation in North American minnows (Cyprinidae). II. Variation among 20 species. Genome 29: 481-489.	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa siluroides	GCA_006030095.1	583428323	LR-SR	1075800000	48	FD	RBC	GD	1991	Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.	one measure
Chordata	Vertebrata	Actinopteri	Cypriniformes	Xenocyprididae	Megalobrama amblycephala	GCA_018812025.1	1109871993	LR	1173600000	48	FD	RBC	CP	1995	Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.	most recent
Chordata	Vertebrata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia affinis	GCA_019740435.1	680166006	LR	762840000	NA	FD	RBC	GD	1991	Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.	one measure
Chordata	Vertebrata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia formosa	GCA_000485575.1	748923461	SR	831300000	NA	FD	RBC	GD, XL	1981	Monaco, P.J., E.M. Rasch, and J.S. Balsano (1981). Cytophotometric determination of DNA during gametogenesis in male and female molly fishes (Pisces Poeciliidae). Journal of Histochemistry and Cytochemistry 29: 887.	most recent
Chordata	Vertebrata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poeciliopsis occidentalis	GCA_010883035.1	724239826	SR	665040000	48	FD	RBC	GD	1974	Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.	one measure
Chordata	Vertebrata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus hellerii	GCA_003331165.2	732906125	LR-SR	694380000	NA	FD	RBC	GD	1974	Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.	most recent
Chordata	Vertebrata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus harrisii	GCA_902635505.1	3086674442		3550140000	14	FD	LK, TS	HS	1967	Martin, P.G. and D.L. Hayman (1967). Quantitative comparisons between the karyotypes of Australian marsupials from three different superfamilies. Chromosoma 20: 290-310.	one measure
Chordata	Vertebrata	Mammalia	Didelphimorphia	Didelphidae	Gracilinanus agilis	GCA_016433145.1	3701017385	SR	3941340000	14	FD	LK	HS	1981	Garagna, S. and D. Formenti (1981). DNA content variability in several species of Australian and South American marsupials. Bollettino di Zoologia 48: 255-261.	one measure
Arthropoda	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia obtusa	GCA_016170125.1	167568272	LR	352080000	NA	FD	EXP	V	1995	Beaton, M.J. (1995). Patterns of endopolyploidy and genome size variation in Daphnia. Ph.D. Thesis, Department of Zoology, University of Guelph, Guelph.	one measure
Arthropoda	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia pulex	GCA_911175335.1	155146858		361860000	NA	FD	EXP	V	1989	Beaton, M.J. and P.D.N. Hebert (1989). Miniature genomes and endopolyploidy in cladoceran crustaceans. Genome 32: 1048-1053.	most recent
Arthropoda	Crustacea	Branchiopoda	Diplostraca	Daphniidae	Daphnia pulicaria	GCA_017493165.1	193108097	LR-SR	391200000	NA	FD	EXP	V	1995	Beaton, M.J. (1995). Patterns of endopolyploidy and genome size variation in Daphnia. Ph.D. Thesis, Department of Zoology, University of Guelph, Guelph.	most recent
Arthropoda	Hexapoda	Insecta	Diptera	Calliphoridae	Lucilia cuprina	GCA_000699065.2	378274262	SR	792180000	12	FD	BR	GD	2006	Ullerich, F.-H. and M. Schottke (2006). Karyotypes, constitutive heterochromatin, and genomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae). Genome 49: 584-597.	one measure
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles atroparvus	GCA_000473505.1	224290125	SR	234720000	6	FD	TS	MD	1972	Jost, E. and M. Mameli (1972). DNA content in nine species of Nematocera with special reference to the sibling species of the Anopheles maculipennis group and the Culex pipiens group. Chromosoma 37: 201-208.	one measure
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Aedes aegypti	GCA_002204515.1	1278715314	LR	1222500000	NA	FD	S	GD	1989	Dittmann, F., P.H. Kogan, and H.H. Hagedorn (1989). Ploidy levels and DNA synthesis in fat body cells of the adult mosquito, Aedes aegypti: the role of juvenile hormone. Archives of Insect Biochemistry and Physiology 12: 133-143.	most recent
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles stephensi	GCA_013141755.1	243460342	LR	234720000	6	FD	TS	MD	1972	Jost, E. and M. Mameli (1972). DNA content in nine species of Nematocera with special reference to the sibling species of the Anopheles maculipennis group and the Culex pipiens group. Chromosoma 37: 201-208.	one measure
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila melanogaster	GCA_003401745.1	140668701	LR	176040000	NA	FD	OV, TS, S	GD, XL	1980	Mulligan, P.K. and E.M. Rasch (1980). The determination of genome size in male and female germ cells of Drosophila melanogaster by DNA-Feulgen cytophotometry. Histochemistry 66: 11-18.	most recent
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila grimshawi	GCA_000005155.1	200467819		244500000	NA	FD	HE, S	DM, GD, OM	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	one measure
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila hydei	GCA_003285905.2	153741574	LR-SR	195600000	NA	FD	HE, S	DM, GD, OM	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	most recent
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila virilis	GCA_007989325.2	169771745	LR	332520000	NA	FD	HE, S	DM, GD, OM	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	one measure
Chordata	Vertebrata	Actinopteri	Esociformes	Esocidae	Esox lucius	GCA_011004845.1	918748614	LR-SR	1330080000	NA	FD	RBC	HS, CA	1971	Beamish, R.J., M.J. Merrilees, and E.J. Crossman (1971). Karyotypes and DNA values for members of the suborder Esocoidei (Osteichthyes: Salmoniformes). Chromosoma 34: 436-447.	one measure
Chordata	Vertebrata	Aves	Falconiformes	Falconidae	Falco tinnunculus	GCA_010332995.1	1179901403	SR	1300740000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Galliformes	Numididae	Numida meleagris	GCA_002078875.2	1043264150	SR	1202940000	78	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Galliformes	Phasianidae	Coturnix japonica	GCA_001577835.2	927656957	SR	1261620000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Galliformes	Phasianidae	Phasianus colchicus	GCA_004143745.1	1017524032	SR	1242060000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	most recent
Chordata	Vertebrata	Aves	Gruiformes	Gruidae	Grus nigricollis	GCA_004360235.1	1230910289	LR-SR	1564800000	NA	FD	RBC	GD	2006	Rasch, E.M. (2006). Genome sizes of cranes (Aves: Gruiformes). Journal of Morphology 267: 1429-1432.	one measure
Chordata	Vertebrata	Amphibia	Gymnophiona	Dermophiidae	Geotrypetes seraphini	GCA_902459505.2	3779430017		4586820000	38	FD	RBC	RE, HS	1970	Olmo, E., G. Gargiulo, and A. Morescalchi (1970). Il contenuto di DNA nucleare di alcuni Anfibi. Bollettino di Zoologia 37: 513-514.	one measure
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Myzus persicae	GCA_001856785.1	347296088	SR	312960000	NA	FD	EP	V	1995	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	one measure
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Schizaphis graminum	GCA_003264975.1	385164702	SR	547680000	8	FD	EP	V	1995	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	one measure
Arthropoda	Hexapoda	Insecta	Hemiptera	Reduviidae	Triatoma infestans	GCA_011037195.1	949486157	LR-SR	1007340000	NA	FD	NS	AC	1995	Panzera, F., R. Perez, Y. Panzera, F. Alvarez, E. Scvortzoff, and R. Salvatella (1995). Karyotype evolution in holocentric chromosomes of three related species of triatomines (Hemiptera-Reduviidae). Chromosome Research 3: 143-150.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Apis mellifera	GCA_003254395.2	225234541	LR-SR	166260000	NA	FD	HE, S	DM, GD, OM	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Pteromalidae	Nasonia vitripennis	GCA_009193385.2	297309692	LR	332520000	NA	FD	HE, S	DM, GD, XL	1975	Rasch, E.M., J.D. Cassidy, and R.C. King (1975). Somatic cell DNA content in haploid, diploid, and triploid adults of Mormoniella vitripennis. Journal of Cell Biology 67: 353A.	one measure
Chordata	Vertebrata	Mammalia	Lagomorpha	Leporidae	Oryctolagus cuniculus	GCA_000003625.1	2737462810		3442560000	NA	FD	LK	HS	1985	Manfredi Romanini, M.G. (1985). The nuclear content of desoxyribonucleic acid and some problems of Mammalian phylogenesis. Mammalia 49: 369-385.	one measure
Arthropoda	Hexapoda	Insecta	Lepidoptera	Bombycidae	Bombyx mori	GCA_014905235.2	460349660	LR-SR	508560000	NA	FD	HE, S	DM, GD, XL	1974	Rasch, E.M. (1974). The DNA content of sperm and hemocyte nuclei of the silkworm, Bombyx mori L. Chromosoma 45: 1-26.	one measure
Mollusca		Bivalvia	Mytiloida	Mytilidae	Mytilus edulis	GCA_905397895.1	1827085763		1564800000	NA	FD	NS	NS	2001	Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.	one measure
Placozoa		NA	NA	Trichoplacidae	Trichoplax adhaerens	GCA_000150275.1	105631681		39120000	NA	FD	SC	RE	1975	Ruthmann, A. and H. Wenderoth (1975). Der DNA-Gehalt der Zellen bei dem primitiven Metazoon Trichoplax adhaerens F.E. Schulze. Cytobiologie10: 421-431.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Certhiidae	Polioptila caerulea	GCA_013397295.1	1038028908	SR	1349640000	NA	FD	LV	MM, BT	1972	Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Fringillidae	Serinus canaria	GCA_007115625.1	1071655231	LR-SR	1545240000	NA	FD	RBC	GD	1974	Martin, N.G. (1974). Nuclear DNA content of the emu. Chromosoma 47: 71-74.	most recent
Chordata	Vertebrata	Aves	Passeriformes	Icteridae	Agelaius phoeniceus	GCA_013398535.1	1086309140	SR	1300740000	80	FD	LV	MM, BT	1972	Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Passeridae	Passer domesticus	GCA_001700915.1	1042720703	SR	1222500000	NA	FD	RBC	GD	1986	Venturini, G., R. DAmbrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae. Comparative Biochemistry and Physiology 85B: 61-65.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Sturnidae	Sturnus vulgaris	GCA_001447265.1	1036755994	SR	1271400000	80	FD	LV	MM, BT	1972	Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Turdidae	Sialia sialis	GCA_009812075.1	958522825	SR	1418100000	NA	FD	LV	MM, BT	1972	Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.	one measure
Chordata	Vertebrata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax auritus	GCA_002173455.1	1246050644	SR	1398540000	NA	FD	LV	MM, BT	1972	Bachmann, K., B.A. Harrington, and J.P. Craig (1972). Genome size in birds. Chromosoma 37: 405-416.	one measure
Chordata	Vertebrata	Mammalia	Perissodactyla	Equidae	Equus asinus	GCA_001305755.1	2391051217	SR	4029360000	62	FD	LK	NS	1955	Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dellasino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.	one measure
Chordata	Vertebrata	Mammalia	Perissodactyla	Equidae	Equus caballus	GCA_002863925.1	2506966135	LR-SR	2885100000	NA	FD	LG	HS	1980	Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.	most recent
Chordata	Vertebrata	Mammalia	Perissodactyla	Tapiridae	Tapirus terrestris	GCA_004025025.1	2571458752	SR	3696840000	80	FD	LK	GD, MM	2005	Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.	one measure
Chordata	Vertebrata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon marinus	GCA_010993605.1	1089050413	LR	2073360000	NA	FD	RBC	HS	1975	Robinson, E.S., I.C. Potter, and N.B. Atkin (1975). The nuclear DNA content of lampreys. Experientia 31: 912-913.	one measure
Chordata	Vertebrata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys calabaricus	GCA_900747795.4	3613551089		4430340000	NA	FD	RBC	OM	1972	Vialli, M. and P. Casonato (1972). Quantita di acido desossiribonucleico per nucleo e aree nucleari negli eritrociti dei pesci branchiopterigi. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 106: 50-58.	one measure
Chordata	Vertebrata	Mammalia	Primates	Atelidae	Alouatta palliata	GCA_004027835.1	3033617595	SR	3550140000	NA	FD	LK	HS	1972	Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.	one measure
Chordata	Vertebrata	Mammalia	Primates	Atelidae	Ateles geoffroyi	GCA_004024785.1	2897033911	SR	3178500000	34	FD	LK	HS	1972	Manfredi Romanini, M.G. (1972). Nuclear DNA content and area of primate lymphocytes as a cytotaxonomical tool. Journal of Human Evolution1: 23-40.	one measure
Chordata	Vertebrata	Mammalia	Primates	Cebidae	Callithrix jacchus	GCA_009663435.2	2897824427		3354540000	44	FD	LK	HS	1982	Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution11: 131-141.	one measure
Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus	GCA_015252025.1	2937827970	SR	3931560000	NA	FD	LK	HS	1975	Formenti, D. (1975). Nuclear DNA content in some species of the genus Cercopithecus (Primates: Cercopithecidae). Genetica 45: 307-313.	most recent
Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca fascicularis	GCA_000364345.1	2946843737	SR	3374100000	NA	FD	LK	HS	1983	Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.	most recent
Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca mulatta	GCA_003339765.3	2971331530		3511020000	42	FD	LK	HS	1983	Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.	most recent
